seed,corruption_level,model_a,model_b,n_samples,both_correct,model_a_only_correct,model_b_only_correct,both_wrong,accuracy_delta_a_minus_b,p_raw,p_holm,significant_holm_0.05
111,50,word,bpe_500,2000,1330,231,174,265,0.0285,0.005327250825836941,1.0,False
111,50,word,bpe_1000,2000,1276,285,163,276,0.061,8.854776754558382e-09,1.2989957498937146e-05,True
111,50,word,bpe_2000,2000,1336,225,167,272,0.029,0.003933715193343701,1.0,False
111,50,word,bpe_5000,2000,1350,211,148,291,0.0315,0.001039218664080862,1.0,False
111,50,word,char,2000,1348,213,185,254,0.014,0.17585671306090922,1.0,False
111,50,bpe_500,bpe_1000,2000,1276,228,163,333,0.0325,0.0011818732461342167,1.0,False
111,50,bpe_500,bpe_2000,2000,1301,203,202,294,0.0005,1.0,1.0,False
111,50,bpe_500,bpe_5000,2000,1286,218,212,284,0.003,0.8094952502327273,1.0,False
111,50,bpe_500,char,2000,1333,171,200,296,-0.0145,0.14593222953610036,1.0,False
111,50,bpe_1000,bpe_2000,2000,1275,164,228,333,-0.032,0.001431562134976161,1.0,False
111,50,bpe_1000,bpe_5000,2000,1246,193,252,309,-0.0295,0.005907693012640684,1.0,False
111,50,bpe_1000,char,2000,1267,172,266,295,-0.047,8.20264346321599e-06,0.011040758101488723,True
111,50,bpe_2000,bpe_5000,2000,1325,178,173,324,0.0025,0.8309716020852688,1.0,False
111,50,bpe_2000,char,2000,1318,185,215,282,-0.015,0.14696573838544685,1.0,False
111,50,bpe_5000,char,2000,1292,206,241,261,-0.0175,0.10769932925131499,1.0,False
222,0,word,bpe_500,2000,1528,184,94,194,0.045,7.3020736327812e-08,0.00010566100546634397,True
222,0,word,bpe_1000,2000,1540,172,106,182,0.033,9.026609445578024e-05,0.11202022321962328,False
222,0,word,bpe_2000,2000,1572,140,93,195,0.0235,0.0025078453408954975,1.0,False
222,0,word,bpe_5000,2000,1613,99,82,206,0.0085,0.2342451908352397,1.0,False
222,0,word,char,2000,1515,197,90,198,0.0535,2.4522047653173837e-10,3.6341674622003625e-07,True
222,0,bpe_500,bpe_1000,2000,1517,105,129,249,-0.012,0.13252169649103449,1.0,False
222,0,bpe_500,bpe_2000,2000,1522,100,143,235,-0.0215,0.006930917143856752,1.0,False
222,0,bpe_500,bpe_5000,2000,1535,87,160,218,-0.0365,3.966391939079179e-06,0.005445856132355713,True
222,0,bpe_500,char,2000,1487,135,118,260,0.0085,0.3144571282634183,1.0,False
222,0,bpe_1000,bpe_2000,2000,1557,89,108,246,-0.0095,0.19956415336691158,1.0,False
222,0,bpe_1000,bpe_5000,2000,1552,94,143,211,-0.0245,0.0017621642314565166,1.0,False
222,0,bpe_1000,char,2000,1479,167,126,228,0.0205,0.019293658590477318,1.0,False
222,0,bpe_2000,bpe_5000,2000,1586,79,109,226,-0.015,0.034147771570060055,1.0,False
222,0,bpe_2000,char,2000,1497,168,108,227,0.03,0.00036518526604131227,0.4250756496720875,False
222,0,bpe_5000,char,2000,1510,185,95,210,0.045,8.156670529200462e-08,0.00011761918903107066,True
222,5,word,bpe_500,2000,1518,179,99,204,0.04,1.8468634516538352e-06,0.0025726807881537926,True
222,5,word,bpe_1000,2000,1524,173,121,182,0.026,0.002872455144072888,1.0,False
222,5,word,bpe_2000,2000,1561,136,96,207,0.02,0.010298702390910422,1.0,False
222,5,word,bpe_5000,2000,1596,101,84,219,0.0085,0.23937768210630603,1.0,False
222,5,word,char,2000,1497,200,95,208,0.0525,9.413974720985512e-10,1.3913854637616586e-06,True
222,5,bpe_500,bpe_1000,2000,1509,108,136,247,-0.014,0.08368855595138598,1.0,False
222,5,bpe_500,bpe_2000,2000,1519,98,138,245,-0.02,0.01097132788349873,1.0,False
222,5,bpe_500,bpe_5000,2000,1517,100,163,220,-0.0315,0.00012307557831383082,0.15125988574769808,False
222,5,bpe_500,char,2000,1480,137,112,271,0.0125,0.12810769295950206,1.0,False
222,5,bpe_1000,bpe_2000,2000,1547,98,110,245,-0.006,0.4457122209928531,1.0,False
222,5,bpe_1000,bpe_5000,2000,1536,109,144,211,-0.0175,0.03234760563870554,1.0,False
222,5,bpe_1000,char,2000,1466,179,126,229,0.0265,0.002845282042784063,1.0,False
222,5,bpe_2000,bpe_5000,2000,1572,85,108,235,-0.0115,0.11305123144598471,1.0,False
222,5,bpe_2000,char,2000,1479,178,113,230,0.0325,0.0001658535616103137,0.2010145166717002,False
222,5,bpe_5000,char,2000,1485,195,107,213,0.044,4.6414850054990204e-07,0.0006576984252792112,True
222,10,word,bpe_500,2000,1495,190,109,206,0.0405,3.2628988768236716e-06,0.004496274652263019,True
222,10,word,bpe_1000,2000,1501,184,131,184,0.0265,0.003326846526535955,1.0,False
222,10,word,bpe_2000,2000,1540,145,102,213,0.0215,0.007406550365936016,1.0,False
222,10,word,bpe_5000,2000,1580,105,91,224,0.007,0.35314085510666426,1.0,False
222,10,word,char,2000,1494,191,101,214,0.045,1.5331415434768375e-07,0.0002200058114889262,True
222,10,bpe_500,bpe_1000,2000,1485,119,147,249,-0.014,0.09764485501293925,1.0,False
222,10,bpe_500,bpe_2000,2000,1492,112,150,246,-0.019,0.02208170171853056,1.0,False
222,10,bpe_500,bpe_5000,2000,1497,107,174,222,-0.0335,7.669194192817046e-05,0.09578823546828491,False
222,10,bpe_500,char,2000,1463,141,132,264,0.0045,0.6283375482150056,1.0,False
222,10,bpe_1000,bpe_2000,2000,1526,106,116,252,-0.005,0.545913489988783,1.0,False
222,10,bpe_1000,bpe_5000,2000,1520,112,151,217,-0.0195,0.018948763288162,1.0,False
222,10,bpe_1000,char,2000,1456,176,139,229,0.0185,0.04235169571794239,1.0,False
222,10,bpe_2000,bpe_5000,2000,1549,93,122,236,-0.0145,0.05593373643987381,1.0,False
222,10,bpe_2000,char,2000,1471,171,124,234,0.0235,0.007297950219740403,1.0,False
222,10,bpe_5000,char,2000,1479,192,116,213,0.038,1.7554356859718647e-05,0.023171751054828615,True
222,15,word,bpe_500,2000,1474,190,124,212,0.033,0.0002327964793369235,0.27795899632828663,False
222,15,word,bpe_1000,2000,1487,177,142,194,0.0175,0.0567874611954941,1.0,False
222,15,word,bpe_2000,2000,1509,155,117,219,0.019,0.024688440948339635,1.0,False
222,15,word,bpe_5000,2000,1546,118,102,234,0.008,0.31186987623644175,1.0,False
222,15,word,char,2000,1471,193,114,222,0.0395,7.641762764595874e-06,0.01033166325773362,True
222,15,bpe_500,bpe_1000,2000,1478,120,151,251,-0.0155,0.06820129335098726,1.0,False
222,15,bpe_500,bpe_2000,2000,1472,126,154,248,-0.014,0.10645600220831411,1.0,False
222,15,bpe_500,bpe_5000,2000,1472,126,176,226,-0.025,0.00472671365832908,1.0,False
222,15,bpe_500,char,2000,1449,149,136,266,0.0065,0.47726100659631343,1.0,False
222,15,bpe_1000,bpe_2000,2000,1506,123,120,251,0.0015,0.8979459671391152,1.0,False
222,15,bpe_1000,bpe_5000,2000,1493,136,155,216,-0.0095,0.2913285316169513,1.0,False
222,15,bpe_1000,char,2000,1445,184,140,231,0.022,0.016766071736229723,1.0,False
222,15,bpe_2000,bpe_5000,2000,1517,109,131,243,-0.011,0.1751191862977773,1.0,False
222,15,bpe_2000,char,2000,1447,179,138,236,0.0205,0.02451081712378786,1.0,False
222,15,bpe_5000,char,2000,1453,195,132,220,0.0315,0.0005857491068146981,0.6648252362346824,False
222,20,word,bpe_500,2000,1467,181,133,219,0.024,0.007892253907695174,1.0,False
222,20,word,bpe_1000,2000,1462,186,157,195,0.0145,0.13044991903039707,1.0,False
222,20,word,bpe_2000,2000,1495,153,123,229,0.015,0.08069354324495846,1.0,False
222,20,word,bpe_5000,2000,1531,117,110,242,0.0035,0.6905490717774196,1.0,False
222,20,word,char,2000,1444,204,122,230,0.041,6.52528020855101e-06,0.00884175468258662,True
222,20,bpe_500,bpe_1000,2000,1463,137,156,244,-0.0095,0.2929823745694831,1.0,False
222,20,bpe_500,bpe_2000,2000,1469,131,149,251,-0.009,0.309651936684489,1.0,False
222,20,bpe_500,bpe_5000,2000,1466,134,175,225,-0.0205,0.022720716177490594,1.0,False
222,20,bpe_500,char,2000,1437,163,129,271,0.017,0.05327460498429627,1.0,False
222,20,bpe_1000,bpe_2000,2000,1496,123,122,259,0.0005,0.9999999999999991,1.0,False
222,20,bpe_1000,bpe_5000,2000,1475,144,166,215,-0.011,0.2329264515787903,1.0,False
222,20,bpe_1000,char,2000,1419,200,147,234,0.0265,0.0051724025227147885,1.0,False
222,20,bpe_2000,bpe_5000,2000,1513,105,128,254,-0.0115,0.14935248220520644,1.0,False
222,20,bpe_2000,char,2000,1430,188,136,246,0.026,0.004532614774411981,1.0,False
222,20,bpe_5000,char,2000,1434,207,132,227,0.0375,5.475052560324903e-05,0.06925941488811002,False
222,25,word,bpe_500,2000,1440,196,138,226,0.029,0.0017734371619576917,1.0,False
222,25,word,bpe_1000,2000,1432,204,160,204,0.022,0.024075209597344667,1.0,False
222,25,word,bpe_2000,2000,1474,162,126,238,0.018,0.03898503799177169,1.0,False
222,25,word,bpe_5000,2000,1509,127,118,246,0.0045,0.6093708144344219,1.0,False
222,25,word,char,2000,1429,207,131,233,0.038,4.212920210542887e-05,0.0538411202907381,False
222,25,bpe_500,bpe_1000,2000,1428,150,164,258,-0.007,0.4632281435178702,1.0,False
222,25,bpe_500,bpe_2000,2000,1433,145,167,255,-0.011,0.23443135723757424,1.0,False
222,25,bpe_500,bpe_5000,2000,1432,146,195,227,-0.0245,0.009240451782859177,1.0,False
222,25,bpe_500,char,2000,1412,166,148,274,0.009,0.3373854033502651,1.0,False
222,25,bpe_1000,bpe_2000,2000,1454,138,146,262,-0.004,0.6779427203063522,1.0,False
222,25,bpe_1000,bpe_5000,2000,1441,151,186,222,-0.0175,0.06385172657857457,1.0,False
222,25,bpe_1000,char,2000,1385,207,175,233,0.016,0.11259813300731157,1.0,False
222,25,bpe_2000,bpe_5000,2000,1484,116,143,257,-0.0135,0.10600805049742434,1.0,False
222,25,bpe_2000,char,2000,1415,185,145,255,0.02,0.03164673470771353,1.0,False
222,25,bpe_5000,char,2000,1423,204,137,236,0.0335,0.0003376915199793826,0.39509907837587765,False
222,30,word,bpe_500,2000,1421,201,150,228,0.0255,0.007524139788171194,1.0,False
222,30,word,bpe_1000,2000,1402,220,161,217,0.0295,0.0029150139850141568,1.0,False
222,30,word,bpe_2000,2000,1445,177,141,237,0.018,0.04950987218572407,1.0,False
222,30,word,bpe_5000,2000,1489,133,128,250,0.0025,0.8045064786434784,1.0,False
222,30,word,char,2000,1407,215,142,236,0.0365,0.00013191744972530632,0.16133504101404963,False
222,30,bpe_500,bpe_1000,2000,1405,166,158,271,0.004,0.6974214781686124,1.0,False
222,30,bpe_500,bpe_2000,2000,1414,157,172,257,-0.0075,0.44025356702161933,1.0,False
222,30,bpe_500,bpe_5000,2000,1413,158,204,225,-0.023,0.017900902717329623,1.0,False
222,30,bpe_500,char,2000,1399,172,150,279,0.011,0.24184198101503587,1.0,False
222,30,bpe_1000,bpe_2000,2000,1421,142,165,272,-0.0115,0.20918783295077215,1.0,False
222,30,bpe_1000,bpe_5000,2000,1409,154,208,229,-0.027,0.005271037585646316,1.0,False
222,30,bpe_1000,char,2000,1354,209,195,242,0.007,0.5178286548732628,1.0,False
222,30,bpe_2000,bpe_5000,2000,1461,125,156,258,-0.0155,0.07332187376475092,1.0,False
222,30,bpe_2000,char,2000,1392,194,157,257,0.0185,0.05450900681536948,1.0,False
222,30,bpe_5000,char,2000,1404,213,145,238,0.034,0.00038421800393279785,0.4453086665581127,False
222,35,word,bpe_500,2000,1380,215,167,238,0.024,0.016073122881439663,1.0,False
222,35,word,bpe_1000,2000,1367,228,171,234,0.0285,0.0049919766033125765,1.0,False
222,35,word,bpe_2000,2000,1409,186,144,261,0.021,0.023863446248898766,1.0,False
222,35,word,bpe_5000,2000,1456,139,140,265,-0.0005,1.0,1.0,False
222,35,word,char,2000,1379,216,163,242,0.0265,0.007479901964714642,1.0,False
222,35,bpe_500,bpe_1000,2000,1373,174,165,288,0.0045,0.6639883747317784,1.0,False
222,35,bpe_500,bpe_2000,2000,1371,176,182,271,-0.003,0.791625235352529,1.0,False
222,35,bpe_500,bpe_5000,2000,1382,165,214,239,-0.0245,0.013573262940612254,1.0,False
222,35,bpe_500,char,2000,1383,164,159,294,0.0025,0.8239160164873601,1.0,False
222,35,bpe_1000,bpe_2000,2000,1384,154,169,293,-0.0075,0.4360380800837742,1.0,False
222,35,bpe_1000,bpe_5000,2000,1379,159,217,245,-0.029,0.0032340434641950876,1.0,False
222,35,bpe_1000,char,2000,1333,205,209,253,-0.002,0.882806186687275,1.0,False
222,35,bpe_2000,bpe_5000,2000,1428,125,168,279,-0.0215,0.014002697034657159,1.0,False
222,35,bpe_2000,char,2000,1355,198,187,260,0.0055,0.6103561707325481,1.0,False
222,35,bpe_5000,char,2000,1376,220,166,238,0.027,0.006906716173082757,1.0,False
222,40,word,bpe_500,2000,1335,223,198,244,0.0125,0.24209229982109656,1.0,False
222,40,word,bpe_1000,2000,1320,238,199,243,0.0195,0.0689745140416736,1.0,False
222,40,word,bpe_2000,2000,1357,201,166,276,0.0175,0.07579005130564623,1.0,False
222,40,word,bpe_5000,2000,1386,172,164,278,0.004,0.7026097196554464,1.0,False
222,40,word,char,2000,1342,216,195,247,0.0105,0.32387739080244127,1.0,False
222,40,bpe_500,bpe_1000,2000,1344,189,175,292,0.007,0.4956810815749624,1.0,False
222,40,bpe_500,bpe_2000,2000,1330,203,193,274,0.005,0.6511314199789326,1.0,False
222,40,bpe_500,bpe_5000,2000,1337,196,213,254,-0.0085,0.42889251430743025,1.0,False
222,40,bpe_500,char,2000,1358,175,179,288,-0.002,0.8733447035607342,1.0,False
222,40,bpe_1000,bpe_2000,2000,1348,171,175,306,-0.002,0.8719020111644478,1.0,False
222,40,bpe_1000,bpe_5000,2000,1332,187,218,263,-0.0155,0.13593872219195302,1.0,False
222,40,bpe_1000,char,2000,1313,206,224,257,-0.009,0.41235283810222767,1.0,False
222,40,bpe_2000,bpe_5000,2000,1386,137,164,313,-0.0135,0.1338394472446145,1.0,False
222,40,bpe_2000,char,2000,1318,205,219,258,-0.007,0.5278700412989348,1.0,False
222,40,bpe_5000,char,2000,1336,214,201,249,0.0065,0.5558752439908863,1.0,False
222,45,word,bpe_500,2000,1287,225,228,260,-0.0015,0.9251480735859585,1.0,False
222,45,word,bpe_1000,2000,1273,239,229,259,0.005,0.6774365952844763,1.0,False
222,45,word,bpe_2000,2000,1307,205,193,295,0.006,0.5814284469308009,1.0,False
222,45,word,bpe_5000,2000,1332,180,194,294,-0.007,0.5015001026483207,1.0,False
222,45,word,char,2000,1300,212,225,263,-0.0065,0.5659921038548632,1.0,False
222,45,bpe_500,bpe_1000,2000,1321,194,181,304,0.0065,0.5355264536321565,1.0,False
222,45,bpe_500,bpe_2000,2000,1307,208,193,292,0.0075,0.4845196367670207,1.0,False
222,45,bpe_500,bpe_5000,2000,1307,208,219,266,-0.0055,0.6284843289441898,1.0,False
222,45,bpe_500,char,2000,1335,180,190,295,-0.005,0.6399240484417608,1.0,False
222,45,bpe_1000,bpe_2000,2000,1323,179,177,321,0.001,0.957741888875997,1.0,False
222,45,bpe_1000,bpe_5000,2000,1302,200,224,274,-0.012,0.2639804269101718,1.0,False
222,45,bpe_1000,char,2000,1299,203,226,272,-0.0115,0.2881467755075706,1.0,False
222,45,bpe_2000,bpe_5000,2000,1353,147,173,327,-0.013,0.16214646856221077,1.0,False
222,45,bpe_2000,char,2000,1295,205,230,270,-0.0125,0.2498215960877963,1.0,False
222,45,bpe_5000,char,2000,1305,221,220,254,0.0005,0.9999999999999996,1.0,False
222,50,word,bpe_500,2000,1246,229,238,287,-0.0045,0.7112791931697761,1.0,False
222,50,word,bpe_1000,2000,1219,256,254,271,0.001,0.964686392624756,1.0,False
222,50,word,bpe_2000,2000,1264,211,211,314,0.0,1.0,1.0,False
222,50,word,bpe_5000,2000,1300,175,208,317,-0.0165,0.10189830227796207,1.0,False
222,50,word,char,2000,1266,209,251,274,-0.021,0.05580491995442228,1.0,False
222,50,bpe_500,bpe_1000,2000,1284,200,189,327,0.0055,0.6121976029020331,1.0,False
222,50,bpe_500,bpe_2000,2000,1261,223,214,302,0.0045,0.7019945926332313,1.0,False
222,50,bpe_500,bpe_5000,2000,1268,216,240,276,-0.012,0.28143350735173706,1.0,False
222,50,bpe_500,char,2000,1317,167,200,316,-0.0165,0.09470861501258138,1.0,False
222,50,bpe_1000,bpe_2000,2000,1284,189,191,336,-0.001,0.9590963048063914,1.0,False
222,50,bpe_1000,bpe_5000,2000,1274,199,234,293,-0.0175,0.10216205495732565,1.0,False
222,50,bpe_1000,char,2000,1274,199,243,284,-0.022,0.040704025621042556,1.0,False
222,50,bpe_2000,bpe_5000,2000,1325,150,183,342,-0.0165,0.0793446203057077,1.0,False
222,50,bpe_2000,char,2000,1268,207,249,276,-0.021,0.05473857810314344,1.0,False
222,50,bpe_5000,char,2000,1283,225,234,258,-0.0045,0.7088883640627622,1.0,False
333,0,word,bpe_500,2000,1531,172,89,208,0.0415,3.0992442717507083e-07,0.00044164230872447595,True
333,0,word,bpe_1000,2000,1527,176,99,198,0.0385,3.9967595203437515e-06,0.005483554061911627,True
333,0,word,bpe_2000,2000,1555,148,83,214,0.0325,2.2648514637272614e-05,0.029669554174827126,True
333,0,word,bpe_5000,2000,1589,114,72,225,0.021,0.0025505192526799423,1.0,False
333,0,word,char,2000,1536,167,99,198,0.034,3.644251430279622e-05,0.04679218836479035,True
333,0,bpe_500,bpe_1000,2000,1508,112,118,262,-0.003,0.7417150560659568,1.0,False
333,0,bpe_500,bpe_2000,2000,1493,127,145,235,-0.009,0.302637119485995,1.0,False
333,0,bpe_500,bpe_5000,2000,1503,117,158,222,-0.0205,0.01570768535850715,1.0,False
333,0,bpe_500,char,2000,1495,125,140,240,-0.0075,0.3898213933200047,1.0,False
333,0,bpe_1000,bpe_2000,2000,1503,123,135,239,-0.006,0.4935260660126503,1.0,False
333,0,bpe_1000,bpe_5000,2000,1508,118,153,221,-0.0175,0.038693030796880135,1.0,False
333,0,bpe_1000,char,2000,1486,140,149,225,-0.0045,0.6380107582930503,1.0,False
333,0,bpe_2000,bpe_5000,2000,1540,98,121,241,-0.0115,0.13693395004631195,1.0,False
333,0,bpe_2000,char,2000,1493,145,142,220,0.0015,0.9060499918114496,1.0,False
333,0,bpe_5000,char,2000,1490,171,145,194,0.013,0.15950985090995634,1.0,False
333,5,word,bpe_500,2000,1523,169,88,220,0.0405,4.895465423610337e-07,0.0006931979039832237,True
333,5,word,bpe_1000,2000,1508,184,107,201,0.0385,7.469178117077527e-06,0.010105797992405893,True
333,5,word,bpe_2000,2000,1544,148,90,218,0.029,0.0002060542152723415,0.2478832209726268,False
333,5,word,bpe_5000,2000,1578,114,81,227,0.0165,0.021689171890619904,1.0,False
333,5,word,char,2000,1521,171,101,207,0.035,2.606187397635431e-05,0.03385437429528425,True
333,5,bpe_500,bpe_1000,2000,1490,121,125,264,-0.002,0.8483609021957906,1.0,False
333,5,bpe_500,bpe_2000,2000,1485,126,149,240,-0.0115,0.18452377437879494,1.0,False
333,5,bpe_500,bpe_5000,2000,1495,116,164,225,-0.024,0.004883738258482804,1.0,False
333,5,bpe_500,char,2000,1482,129,140,249,-0.0055,0.5421327293868392,1.0,False
333,5,bpe_1000,bpe_2000,2000,1491,124,143,242,-0.0095,0.2706121295023089,1.0,False
333,5,bpe_1000,bpe_5000,2000,1495,120,164,221,-0.022,0.01059625757398703,1.0,False
333,5,bpe_1000,char,2000,1463,152,159,226,-0.0035,0.7337452638803126,1.0,False
333,5,bpe_2000,bpe_5000,2000,1536,98,123,243,-0.0125,0.10622547237438351,1.0,False
333,5,bpe_2000,char,2000,1483,151,139,227,0.006,0.51838742462759,1.0,False
333,5,bpe_5000,char,2000,1483,176,139,202,0.0185,0.04235169571794239,1.0,False
333,10,word,bpe_500,2000,1514,174,94,218,0.04,1.1724670720857674e-06,0.0016473162362805032,True
333,10,word,bpe_1000,2000,1502,186,100,212,0.043,4.12980512593356e-07,0.0005856063668573788,True
333,10,word,bpe_2000,2000,1534,154,99,213,0.0275,0.0006570091756164077,0.7424203684465407,False
333,10,word,bpe_5000,2000,1562,126,89,223,0.0185,0.013893316457463521,1.0,False
333,10,word,char,2000,1500,188,100,212,0.044,2.400245201873364e-07,0.0003429950393477037,True
333,10,bpe_500,bpe_1000,2000,1477,131,125,267,0.003,0.754730748088992,1.0,False
333,10,bpe_500,bpe_2000,2000,1474,134,159,233,-0.0125,0.16077212277621408,1.0,False
333,10,bpe_500,bpe_5000,2000,1481,127,170,222,-0.0215,0.014667449113253609,1.0,False
333,10,bpe_500,char,2000,1464,144,136,256,0.004,0.6757814111963596,1.0,False
333,10,bpe_1000,bpe_2000,2000,1482,120,151,247,-0.0155,0.06820129335098726,1.0,False
333,10,bpe_1000,bpe_5000,2000,1475,127,176,222,-0.0245,0.005734637494089727,1.0,False
333,10,bpe_1000,char,2000,1444,158,156,242,0.001,0.9550086046795534,1.0,False
333,10,bpe_2000,bpe_5000,2000,1526,107,125,242,-0.009,0.26433603640604203,1.0,False
333,10,bpe_2000,char,2000,1463,170,137,230,0.0165,0.06762505089189591,1.0,False
333,10,bpe_5000,char,2000,1463,188,137,212,0.0255,0.005464413409072697,1.0,False
333,15,word,bpe_500,2000,1500,191,96,213,0.0475,2.1608585839531314e-08,3.152692673987619e-05,True
333,15,word,bpe_1000,2000,1494,197,101,208,0.048,2.8564438428055952e-08,4.15041290359653e-05,True
333,15,word,bpe_2000,2000,1523,168,95,214,0.0365,7.940832472783089e-06,0.010700292456178298,True
333,15,word,bpe_5000,2000,1544,147,82,227,0.0325,2.0812496646250353e-05,0.027305995599880464,True
333,15,word,char,2000,1496,195,99,210,0.048,2.2836945725002502e-08,3.329626686705365e-05,True
333,15,bpe_500,bpe_1000,2000,1464,132,131,273,0.0005,0.9999999999999989,1.0,False
333,15,bpe_500,bpe_2000,2000,1450,146,168,236,-0.011,0.23592860936909518,1.0,False
333,15,bpe_500,bpe_5000,2000,1455,141,171,233,-0.015,0.10047690609095605,1.0,False
333,15,bpe_500,char,2000,1454,142,141,263,0.0005,0.9999999999999993,1.0,False
333,15,bpe_1000,bpe_2000,2000,1465,130,153,252,-0.0115,0.19086086094510224,1.0,False
333,15,bpe_1000,bpe_5000,2000,1451,144,175,230,-0.0155,0.09286439816700377,1.0,False
333,15,bpe_1000,char,2000,1432,163,163,242,0.0,1.0,1.0,False
333,15,bpe_2000,bpe_5000,2000,1494,124,132,250,-0.004,0.6618328607844557,1.0,False
333,15,bpe_2000,char,2000,1443,175,152,230,0.0115,0.22369908270088362,1.0,False
333,15,bpe_5000,char,2000,1439,187,156,218,0.0155,0.10512763633460168,1.0,False
333,20,word,bpe_500,2000,1484,195,102,219,0.0465,7.404368083191406e-08,0.00010706716248294773,True
333,20,word,bpe_1000,2000,1481,198,108,213,0.045,3.001169881562595e-07,0.0004279668251108261,True
333,20,word,bpe_2000,2000,1506,173,99,222,0.037,8.500742145835405e-06,0.011433498186148621,True
333,20,word,bpe_5000,2000,1520,159,90,231,0.0345,1.4551218675024725e-05,0.01930946718175781,True
333,20,word,char,2000,1477,202,113,208,0.0445,6.035358601716874e-07,0.0008521926345624227,True
333,20,bpe_500,bpe_1000,2000,1453,133,136,278,-0.0015,0.9029744638059516,1.0,False
333,20,bpe_500,bpe_2000,2000,1431,155,174,240,-0.0095,0.3210183830178663,1.0,False
333,20,bpe_500,bpe_5000,2000,1437,149,173,241,-0.012,0.19985939300742722,1.0,False
333,20,bpe_500,char,2000,1441,145,149,265,-0.002,0.8611462372900243,1.0,False
333,20,bpe_1000,bpe_2000,2000,1456,133,149,262,-0.008,0.37175952768072584,1.0,False
333,20,bpe_1000,bpe_5000,2000,1436,153,174,237,-0.0105,0.2686986313239079,1.0,False
333,20,bpe_1000,char,2000,1419,170,171,240,-0.0005,1.0,1.0,False
333,20,bpe_2000,bpe_5000,2000,1469,136,141,254,-0.0025,0.8101223414311575,1.0,False
333,20,bpe_2000,char,2000,1425,180,165,230,0.0075,0.4510562459731444,1.0,False
333,20,bpe_5000,char,2000,1420,190,170,220,0.01,0.31663939286564075,1.0,False
333,25,word,bpe_500,2000,1462,199,107,232,0.046,1.6033176857121365e-07,0.00022975542436254917,True
333,25,word,bpe_1000,2000,1450,211,118,221,0.0465,3.3109920396895494e-07,0.0004711541672478229,True
333,25,word,bpe_2000,2000,1476,185,107,232,0.039,5.855070030917541e-06,0.007962895242047855,True
333,25,word,bpe_5000,2000,1505,156,102,237,0.027,0.0009318393275174246,1.0,False
333,25,word,char,2000,1463,198,128,211,0.035,0.00012553065732449282,0.1540261165371527,False
333,25,bpe_500,bpe_1000,2000,1410,159,158,273,0.0005,1.0,1.0,False
333,25,bpe_500,bpe_2000,2000,1404,165,179,252,-0.007,0.4834116536507962,1.0,False
333,25,bpe_500,bpe_5000,2000,1415,154,192,239,-0.019,0.04653001650267533,1.0,False
333,25,bpe_500,char,2000,1427,142,164,267,-0.011,0.22989350149904303,1.0,False
333,25,bpe_1000,bpe_2000,2000,1421,147,162,270,-0.0075,0.42582710150823017,1.0,False
333,25,bpe_1000,bpe_5000,2000,1404,164,203,229,-0.0195,0.04715453455343232,1.0,False
333,25,bpe_1000,char,2000,1399,169,192,240,-0.0115,0.2468701597427054,1.0,False
333,25,bpe_2000,bpe_5000,2000,1443,140,164,253,-0.012,0.18703301164393188,1.0,False
333,25,bpe_2000,char,2000,1410,173,181,236,-0.004,0.7099151967035057,1.0,False
333,25,bpe_5000,char,2000,1411,196,180,213,0.008,0.43922864231291503,1.0,False
333,30,word,bpe_500,2000,1445,203,116,236,0.0435,1.2741626160599968e-06,0.0017876501503321755,True
333,30,word,bpe_1000,2000,1419,229,129,223,0.05,1.399132540142742e-07,0.00020091543276449776,True
333,30,word,bpe_2000,2000,1446,202,118,234,0.042,3.0821303804208345e-06,0.004256422055361172,True
333,30,word,bpe_5000,2000,1476,172,115,237,0.0285,0.0009156590883409375,1.0,False
333,30,word,char,2000,1455,193,138,214,0.0275,0.0029394515441761803,1.0,False
333,30,bpe_500,bpe_1000,2000,1384,177,164,275,0.0065,0.5158575914122101,1.0,False
333,30,bpe_500,bpe_2000,2000,1390,171,174,265,-0.0015,0.9142728843946688,1.0,False
333,30,bpe_500,bpe_5000,2000,1386,175,205,234,-0.015,0.1367339551624747,1.0,False
333,30,bpe_500,char,2000,1420,141,173,266,-0.016,0.08005109637327304,1.0,False
333,30,bpe_1000,bpe_2000,2000,1392,156,172,280,-0.008,0.4075745384205729,1.0,False
333,30,bpe_1000,bpe_5000,2000,1372,176,219,233,-0.0215,0.03444701176631456,1.0,False
333,30,bpe_1000,char,2000,1389,159,204,248,-0.0225,0.02079369657033816,1.0,False
333,30,bpe_2000,bpe_5000,2000,1411,153,180,256,-0.0135,0.1541115257845652,1.0,False
333,30,bpe_2000,char,2000,1398,166,195,241,-0.0145,0.14045935551164918,1.0,False
333,30,bpe_5000,char,2000,1398,193,195,214,-0.001,0.9595196396307418,1.0,False
333,35,word,bpe_500,2000,1411,211,132,246,0.0395,2.346708894863923e-05,0.030688459066446568,True
333,35,word,bpe_1000,2000,1376,246,140,238,0.053,7.571881951696355e-08,0.00010941369420201234,True
333,35,word,bpe_2000,2000,1411,211,129,249,0.041,1.0196793981250005e-05,0.013653507140893757,True
333,35,word,bpe_5000,2000,1441,181,125,253,0.028,0.0016224627058029537,1.0,False
333,35,word,char,2000,1427,195,156,222,0.0195,0.04237742770163893,1.0,False
333,35,bpe_500,bpe_1000,2000,1355,188,161,296,0.0135,0.16390454753018274,1.0,False
