seed,corruption_level,model_a,model_b,n_samples,both_correct,model_a_only_correct,model_b_only_correct,both_wrong,accuracy_delta_a_minus_b,p_raw,p_holm,significant_holm_0.05
231,20,bpe_1000,bpe_5000,2000,1423,134,206,237,-0.036,0.00011164846039089401,0.13755090320158142,False
231,20,bpe_1000,char,2000,1397,160,200,243,-0.02,0.03968427883649793,1.0,False
231,20,bpe_2000,bpe_5000,2000,1491,116,138,255,-0.011,0.18751229338805284,1.0,False
231,20,bpe_2000,char,2000,1437,170,160,233,0.005,0.6203610292534627,1.0,False
231,20,bpe_5000,char,2000,1442,187,155,216,0.016,0.0935369704942524,1.0,False
231,25,word,bpe_500,2000,1451,209,127,213,0.041,9.010272317434195e-06,0.012109805994631559,True
231,25,word,bpe_1000,2000,1424,236,115,225,0.0605,9.883399218252251e-11,1.4676847839104594e-07,True
231,25,word,bpe_2000,2000,1488,172,96,244,0.038,4.013760945606313e-06,0.005502866256426255,True
231,25,word,bpe_5000,2000,1506,154,99,241,0.0275,0.0006570091756164077,0.7424203684465407,False
231,25,word,char,2000,1457,203,133,207,0.035,0.00015889153348173335,0.1928943216468243,False
231,25,bpe_500,bpe_1000,2000,1405,173,134,288,0.0195,0.029933796771566934,1.0,False
231,25,bpe_500,bpe_2000,2000,1422,156,162,260,-0.003,0.7792335080226428,1.0,False
231,25,bpe_500,bpe_5000,2000,1413,165,192,230,-0.0135,0.16871255258784065,1.0,False
231,25,bpe_500,char,2000,1428,150,162,260,-0.006,0.5335147017233851,1.0,False
231,25,bpe_1000,bpe_2000,2000,1414,125,170,291,-0.0225,0.010292762452617425,1.0,False
231,25,bpe_1000,bpe_5000,2000,1386,153,219,242,-0.033,0.0007301527314876417,0.8192313647291339,False
231,25,bpe_1000,char,2000,1379,160,211,250,-0.0255,0.009343104484885754,1.0,False
231,25,bpe_2000,bpe_5000,2000,1455,129,150,266,-0.0105,0.231102975900432,1.0,False
231,25,bpe_2000,char,2000,1415,169,175,241,-0.003,0.7875287070799192,1.0,False
231,25,bpe_5000,char,2000,1423,182,167,228,0.0075,0.4536621676763873,1.0,False
231,30,word,bpe_500,2000,1420,221,140,219,0.0405,2.3674199768724665e-05,0.030871156498416964,True
231,30,word,bpe_1000,2000,1396,245,137,222,0.054,3.5839048990957394e-08,5.196662103688822e-05,True
231,30,word,bpe_2000,2000,1453,188,115,244,0.0365,3.2528486041952194e-05,0.04196174699411833,True
231,30,word,bpe_5000,2000,1474,167,120,239,0.0235,0.006521009350412121,1.0,False
231,30,word,char,2000,1438,203,144,215,0.0295,0.0018074673232180685,1.0,False
231,30,bpe_500,bpe_1000,2000,1383,177,150,290,0.0135,0.15037903893147322,1.0,False
231,30,bpe_500,bpe_2000,2000,1395,165,173,267,-0.004,0.7034487718728507,1.0,False
231,30,bpe_500,bpe_5000,2000,1392,168,202,238,-0.017,0.0860997945339988,1.0,False
231,30,bpe_500,char,2000,1412,148,170,270,-0.011,0.2389003324185938,1.0,False
231,30,bpe_1000,bpe_2000,2000,1394,139,174,293,-0.0175,0.05445795808534774,1.0,False
231,30,bpe_1000,bpe_5000,2000,1368,165,226,241,-0.0305,0.0023682737846317144,1.0,False
231,30,bpe_1000,char,2000,1368,165,214,253,-0.0245,0.013573262940612254,1.0,False
231,30,bpe_2000,bpe_5000,2000,1430,138,164,268,-0.013,0.1501470061555612,1.0,False
231,30,bpe_2000,char,2000,1397,171,185,247,-0.007,0.49087786440761355,1.0,False
231,30,bpe_5000,char,2000,1407,187,175,231,0.006,0.5632249469252358,1.0,False
231,35,word,bpe_500,2000,1395,226,159,220,0.0335,0.0007482487837928992,0.838038637848047,False
231,35,word,bpe_1000,2000,1342,279,150,229,0.0645,4.783501334358845e-10,7.084365476185449e-07,True
231,35,word,bpe_2000,2000,1405,216,131,248,0.0425,5.877437595040813e-06,0.007981560254065425,True
231,35,word,bpe_5000,2000,1439,182,126,253,0.028,0.0016809513532388828,1.0,False
231,35,word,char,2000,1415,206,153,226,0.0265,0.005984178317860165,1.0,False
231,35,bpe_500,bpe_1000,2000,1351,203,141,305,0.031,0.00097789517806175,1.0,False
231,35,bpe_500,bpe_2000,2000,1366,188,170,276,0.009,0.3689527238500436,1.0,False
231,35,bpe_500,bpe_5000,2000,1360,194,205,241,-0.0055,0.6166896621432069,1.0,False
231,35,bpe_500,char,2000,1397,157,171,275,-0.007,0.4729325956226669,1.0,False
231,35,bpe_1000,bpe_2000,2000,1345,147,191,317,-0.022,0.019207284926500947,1.0,False
231,35,bpe_1000,bpe_5000,2000,1315,177,250,258,-0.0365,0.0004794573394890439,0.5504170257334224,False
231,35,bpe_1000,char,2000,1324,168,244,264,-0.038,0.00021176141478069648,0.2543254591516165,False
231,35,bpe_2000,bpe_5000,2000,1390,146,175,289,-0.0145,0.11796019377761736,1.0,False
231,35,bpe_2000,char,2000,1364,172,204,260,-0.016,0.10976406436342157,1.0,False
231,35,bpe_5000,char,2000,1369,196,199,236,-0.0015,0.91986019364992,1.0,False
231,40,word,bpe_500,2000,1351,243,178,228,0.0325,0.0017804486818214754,1.0,False
231,40,word,bpe_1000,2000,1309,285,158,248,0.0635,1.6716864809495408e-09,2.464065872919623e-06,True
231,40,word,bpe_2000,2000,1364,230,144,262,0.043,1.0169923231897526e-05,0.013627697130742685,True
231,40,word,bpe_5000,2000,1388,206,136,270,0.035,0.00018182502517752352,0.22000828046480345,False
231,40,word,char,2000,1382,212,178,228,0.017,0.09459127467091755,1.0,False
231,40,bpe_500,bpe_1000,2000,1317,212,150,321,0.031,0.00131352824764186,1.0,False
231,40,bpe_500,bpe_2000,2000,1324,205,184,287,0.0105,0.310560957494514,1.0,False
231,40,bpe_500,bpe_5000,2000,1312,217,212,259,0.0025,0.8468919457990532,1.0,False
231,40,bpe_500,char,2000,1372,157,188,283,-0.0155,0.10614323590796267,1.0,False
231,40,bpe_1000,bpe_2000,2000,1309,158,199,334,-0.0205,0.0341114593299598,1.0,False
231,40,bpe_1000,bpe_5000,2000,1270,197,254,279,-0.0285,0.008294192258308167,1.0,False
231,40,bpe_1000,char,2000,1304,163,256,277,-0.0465,6.4230178957836075e-06,0.008709612266682572,True
231,40,bpe_2000,bpe_5000,2000,1339,169,185,307,-0.008,0.42535122801453085,1.0,False
231,40,bpe_2000,char,2000,1343,165,217,275,-0.026,0.008982641481705458,1.0,False
231,40,bpe_5000,char,2000,1333,191,227,249,-0.018,0.08679247748205998,1.0,False
231,45,word,bpe_500,2000,1323,245,197,235,0.024,0.025269802282505433,1.0,False
231,45,word,bpe_1000,2000,1268,300,174,258,0.063,7.716150279272842e-09,1.1335024760251804e-05,True
231,45,word,bpe_2000,2000,1314,254,150,282,0.052,2.5801147061396225e-07,0.0003684403800367381,True
231,45,word,bpe_5000,2000,1350,218,162,270,0.028,0.004716577048463178,1.0,False
231,45,word,char,2000,1365,203,197,235,0.003,0.8026252540927463,1.0,False
231,45,bpe_500,bpe_1000,2000,1293,227,149,331,0.039,6.77162651541476e-05,0.08491619650330108,False
231,45,bpe_500,bpe_2000,2000,1276,244,188,292,0.028,0.00806658791804481,1.0,False
231,45,bpe_500,bpe_5000,2000,1296,224,216,264,0.004,0.7386395070786402,1.0,False
231,45,bpe_500,char,2000,1359,161,203,277,-0.021,0.0314942825279681,1.0,False
231,45,bpe_1000,bpe_2000,2000,1263,179,201,357,-0.011,0.2813398145772227,1.0,False
231,45,bpe_1000,bpe_5000,2000,1242,200,270,288,-0.035,0.0014329781696860058,1.0,False
231,45,bpe_1000,char,2000,1287,155,275,283,-0.06,7.685011862033845e-09,1.1296967437189752e-05,True
231,45,bpe_2000,bpe_5000,2000,1291,173,221,315,-0.024,0.017781171406664416,1.0,False
231,45,bpe_2000,char,2000,1302,162,260,276,-0.049,2.1147956558864446e-06,0.0029416807573380446,True
231,45,bpe_5000,char,2000,1324,188,238,250,-0.025,0.017491016367416953,1.0,False
231,50,word,bpe_500,2000,1268,266,215,251,0.0255,0.022520798489735844,1.0,False
231,50,word,bpe_1000,2000,1248,286,191,275,0.0475,1.5792831774549198e-05,0.020893916437728588,True
231,50,word,bpe_2000,2000,1268,266,174,292,0.046,1.3420875018273932e-05,0.017863184649322603,True
231,50,word,bpe_5000,2000,1305,229,172,294,0.0285,0.005102389057330639,1.0,False
231,50,word,char,2000,1323,211,212,254,-0.0005,0.9999999999999996,1.0,False
231,50,bpe_500,bpe_1000,2000,1259,224,180,337,0.022,0.032280989904437604,1.0,False
231,50,bpe_500,bpe_2000,2000,1243,240,199,318,0.0205,0.0561259646324333,1.0,False
231,50,bpe_500,bpe_5000,2000,1241,242,236,281,0.003,0.8191356953071659,1.0,False
231,50,bpe_500,char,2000,1311,172,224,293,-0.026,0.010291839654278427,1.0,False
231,50,bpe_1000,bpe_2000,2000,1251,188,191,370,-0.0015,0.918192609612784,1.0,False
231,50,bpe_1000,bpe_5000,2000,1221,218,256,305,-0.019,0.08912509471268658,1.0,False
231,50,bpe_1000,char,2000,1269,170,266,295,-0.048,4.945030808108252e-06,0.006745022022259655,True
231,50,bpe_2000,bpe_5000,2000,1257,185,220,338,-0.0175,0.09100520832700507,1.0,False
231,50,bpe_2000,char,2000,1269,173,266,292,-0.0465,1.0510069868756205e-05,0.014062473484395802,True
231,50,bpe_5000,char,2000,1278,199,257,266,-0.029,0.007533918333481487,1.0,False
321,0,word,bpe_500,2000,1535,164,93,208,0.0355,1.119148005609929e-05,0.014940625874892552,True
321,0,word,bpe_1000,2000,1537,162,94,207,0.034,2.5467425979239494e-05,0.03313312119899058,True
321,0,word,bpe_2000,2000,1566,133,73,228,0.03,3.503786602397073e-05,0.045058695706826364,True
321,0,word,bpe_5000,2000,1611,88,71,230,0.0085,0.20433958933821778,1.0,False
321,0,word,char,2000,1522,177,98,203,0.0395,2.1948993780205135e-06,0.003048715236070493,True
321,0,bpe_500,bpe_1000,2000,1508,120,123,249,-0.0015,0.8979459671391152,1.0,False
321,0,bpe_500,bpe_2000,2000,1514,114,125,247,-0.0055,0.5178172686986392,1.0,False
321,0,bpe_500,bpe_5000,2000,1540,88,142,230,-0.027,0.0004494692464447635,0.5182380411508123,False
321,0,bpe_500,char,2000,1501,127,119,253,0.004,0.655465977611477,1.0,False
321,0,bpe_1000,bpe_2000,2000,1525,106,114,255,-0.004,0.6370697150887971,1.0,False
321,0,bpe_1000,bpe_5000,2000,1530,101,152,217,-0.0255,0.0016171293221001859,1.0,False
321,0,bpe_1000,char,2000,1483,148,137,232,0.0055,0.5536928602578847,1.0,False
321,0,bpe_2000,bpe_5000,2000,1580,59,102,259,-0.0215,0.0008761261354923654,0.9742522626675104,False
321,0,bpe_2000,char,2000,1485,154,135,226,0.0095,0.2896639099747188,1.0,False
321,0,bpe_5000,char,2000,1516,166,104,214,0.031,0.00019357054249656,0.23383321533584447,False
321,5,word,bpe_500,2000,1529,158,94,219,0.032,6.651055183826202e-05,0.08347074255701883,False
321,5,word,bpe_1000,2000,1518,169,100,213,0.0345,3.081978741004472e-05,0.03988080490859787,True
321,5,word,bpe_2000,2000,1574,113,77,236,0.018,0.01091824238405191,1.0,False
321,5,word,bpe_5000,2000,1594,93,71,242,0.011,0.10074873032394102,1.0,False
321,5,word,char,2000,1508,179,101,212,0.039,3.655849349637852e-06,0.005030448705101684,True
321,5,bpe_500,bpe_1000,2000,1492,131,126,251,0.0025,0.8030229037909529,1.0,False
321,5,bpe_500,bpe_2000,2000,1514,109,137,240,-0.014,0.08496006537051691,1.0,False
321,5,bpe_500,bpe_5000,2000,1527,96,138,239,-0.021,0.007226549188423531,1.0,False
321,5,bpe_500,char,2000,1494,129,115,262,0.007,0.4053238859067225,1.0,False
321,5,bpe_1000,bpe_2000,2000,1518,100,133,249,-0.0165,0.03582134518180868,1.0,False
321,5,bpe_1000,bpe_5000,2000,1511,107,154,228,-0.0235,0.004319137524752693,1.0,False
321,5,bpe_1000,char,2000,1461,157,148,234,0.0045,0.6469674034701244,1.0,False
321,5,bpe_2000,bpe_5000,2000,1576,75,89,260,-0.007,0.3100385628034406,1.0,False
321,5,bpe_2000,char,2000,1488,163,121,228,0.021,0.014832682598133433,1.0,False
321,5,bpe_5000,char,2000,1498,167,111,224,0.028,0.0009376668035214268,1.0,False
321,10,word,bpe_500,2000,1508,165,101,226,0.032,0.00010446722965270358,0.1290170286210889,False
321,10,word,bpe_1000,2000,1499,174,112,215,0.031,0.00029478534315783287,0.34755191958308496,False
321,10,word,bpe_2000,2000,1548,125,85,242,0.02,0.006975663033685333,1.0,False
321,10,word,bpe_5000,2000,1577,96,82,245,0.007,0.3298754764930281,1.0,False
321,10,word,char,2000,1492,181,116,211,0.0325,0.000193608666176545,0.23383321533584447,False
321,10,bpe_500,bpe_1000,2000,1476,133,135,256,-0.001,0.9513068870401614,1.0,False
321,10,bpe_500,bpe_2000,2000,1490,119,143,248,-0.012,0.15519918039132666,1.0,False
321,10,bpe_500,bpe_5000,2000,1514,95,145,246,-0.025,0.0015088543665791082,1.0,False
321,10,bpe_500,char,2000,1483,126,125,266,0.0005,1.0,1.0,False
321,10,bpe_1000,bpe_2000,2000,1502,109,131,258,-0.011,0.1751191862977773,1.0,False
321,10,bpe_1000,bpe_5000,2000,1509,102,150,239,-0.024,0.0029933483462966583,1.0,False
321,10,bpe_1000,char,2000,1450,161,158,231,0.0015,0.9108634592108216,1.0,False
321,10,bpe_2000,bpe_5000,2000,1558,75,101,266,-0.013,0.059196151400624855,1.0,False
321,10,bpe_2000,char,2000,1477,156,131,236,0.0125,0.15645697642573433,1.0,False
321,10,bpe_5000,char,2000,1492,167,116,225,0.0255,0.0028907316804910083,1.0,False
321,15,word,bpe_500,2000,1496,171,110,223,0.0305,0.0003280896964590346,0.38484921394644755,False
321,15,word,bpe_1000,2000,1481,186,119,214,0.0335,0.00014877801098793364,0.18076528335033937,False
321,15,word,bpe_2000,2000,1524,143,92,241,0.0255,0.0010642277828012074,1.0,False
321,15,word,bpe_5000,2000,1557,110,87,246,0.0115,0.11678744024535506,1.0,False
321,15,word,char,2000,1487,180,114,219,0.033,0.00014151604569169162,0.1725080596981721,False
321,15,bpe_500,bpe_1000,2000,1456,150,144,250,0.003,0.7706460868062113,1.0,False
321,15,bpe_500,bpe_2000,2000,1472,134,144,250,-0.005,0.589425585990916,1.0,False
321,15,bpe_500,bpe_5000,2000,1492,114,152,242,-0.019,0.023111821793244478,1.0,False
321,15,bpe_500,char,2000,1471,135,130,264,0.0025,0.8059570329989922,1.0,False
321,15,bpe_1000,bpe_2000,2000,1469,131,147,253,-0.008,0.36833983153989036,1.0,False
321,15,bpe_1000,bpe_5000,2000,1484,116,160,240,-0.022,0.009520163812781625,1.0,False
321,15,bpe_1000,char,2000,1430,170,171,229,-0.0005,1.0,1.0,False
321,15,bpe_2000,bpe_5000,2000,1528,88,116,268,-0.014,0.058441136475937995,1.0,False
321,15,bpe_2000,char,2000,1455,161,146,238,0.0075,0.4243235946200038,1.0,False
321,15,bpe_5000,char,2000,1474,170,127,229,0.0215,0.014667449113253609,1.0,False
321,20,word,bpe_500,2000,1479,172,115,234,0.0285,0.0009156590883409375,1.0,False
321,20,word,bpe_1000,2000,1460,191,121,228,0.035,8.799842750951697e-05,0.10947004382183911,False
321,20,word,bpe_2000,2000,1498,153,101,248,0.026,0.001327959277982038,1.0,False
321,20,word,bpe_5000,2000,1535,116,97,252,0.0095,0.21735610630420696,1.0,False
321,20,word,char,2000,1469,182,121,228,0.0305,0.0005454686906835822,0.6234707134513344,False
321,20,bpe_500,bpe_1000,2000,1442,152,139,267,0.0065,0.4818378509760429,1.0,False
321,20,bpe_500,bpe_2000,2000,1452,142,147,259,-0.0025,0.8140304632432122,1.0,False
321,20,bpe_500,bpe_5000,2000,1474,120,158,248,-0.019,0.026301028477100308,1.0,False
321,20,bpe_500,char,2000,1451,143,139,267,0.002,0.8582549153899501,1.0,False
321,20,bpe_1000,bpe_2000,2000,1446,135,153,266,-0.009,0.31647193433067433,1.0,False
321,20,bpe_1000,bpe_5000,2000,1459,122,173,246,-0.0255,0.0035305065703303638,1.0,False
321,20,bpe_1000,char,2000,1412,169,178,241,-0.0045,0.6676481943687218,1.0,False
321,20,bpe_2000,bpe_5000,2000,1507,92,125,276,-0.0165,0.02959827861870484,1.0,False
321,20,bpe_2000,char,2000,1435,164,155,246,0.0045,0.6542831514362376,1.0,False
321,20,bpe_5000,char,2000,1452,180,138,230,0.021,0.02134858027673859,1.0,False
321,25,word,bpe_500,2000,1451,185,128,236,0.0285,0.0015087459503064667,1.0,False
321,25,word,bpe_1000,2000,1432,204,125,239,0.0395,1.5621979411703105e-05,0.020714744699918318,True
321,25,word,bpe_2000,2000,1473,163,106,258,0.0285,0.0006129177379188232,0.6944357970620267,False
321,25,word,bpe_5000,2000,1497,139,112,252,0.0135,0.10058395491285077,1.0,False
321,25,word,char,2000,1443,193,138,226,0.0275,0.0029394515441761803,1.0,False
321,25,bpe_500,bpe_1000,2000,1413,166,144,277,0.011,0.2329264515787903,1.0,False
321,25,bpe_500,bpe_2000,2000,1419,160,160,261,0.0,1.0,1.0,False
321,25,bpe_500,bpe_5000,2000,1436,143,173,248,-0.015,0.10265992160286672,1.0,False
321,25,bpe_500,char,2000,1424,155,157,264,-0.001,0.9548648622024908,1.0,False
321,25,bpe_1000,bpe_2000,2000,1407,150,172,271,-0.011,0.24184198101503587,1.0,False
321,25,bpe_1000,bpe_5000,2000,1415,142,194,249,-0.026,0.0053203789857902304,1.0,False
321,25,bpe_1000,char,2000,1381,176,200,243,-0.012,0.23552726835939486,1.0,False
321,25,bpe_2000,bpe_5000,2000,1473,106,136,285,-0.015,0.062071437574791465,1.0,False
321,25,bpe_2000,char,2000,1408,171,173,248,-0.001,0.9570122000008058,1.0,False
321,25,bpe_5000,char,2000,1420,189,161,230,0.014,0.14885646585855755,1.0,False
321,30,word,bpe_500,2000,1426,195,138,241,0.0285,0.0021028300575324315,1.0,False
321,30,word,bpe_1000,2000,1395,226,135,244,0.0455,1.9280141061006086e-06,0.0026837956356920473,True
321,30,word,bpe_2000,2000,1441,180,114,265,0.033,0.00014151604569169162,0.1725080596981721,False
321,30,word,bpe_5000,2000,1469,152,114,265,0.019,0.023111821793244478,1.0,False
321,30,word,char,2000,1424,197,148,231,0.0245,0.009659068269764306,1.0,False
321,30,bpe_500,bpe_1000,2000,1382,182,148,288,0.017,0.06911799926866015,1.0,False
321,30,bpe_500,bpe_2000,2000,1395,169,160,276,0.0045,0.6592392049947534,1.0,False
321,30,bpe_500,bpe_5000,2000,1409,155,174,262,-0.0095,0.3210183830178663,1.0,False
321,30,bpe_500,char,2000,1409,155,163,273,-0.004,0.6947235158086016,1.0,False
321,30,bpe_1000,bpe_2000,2000,1372,158,183,287,-0.0125,0.19363832899426733,1.0,False
321,30,bpe_1000,bpe_5000,2000,1379,151,204,266,-0.0265,0.005706383260455099,1.0,False
321,30,bpe_1000,char,2000,1359,171,213,257,-0.021,0.03627678907732486,1.0,False
321,30,bpe_2000,bpe_5000,2000,1437,118,146,299,-0.014,0.09638044497390963,1.0,False
321,30,bpe_2000,char,2000,1379,176,193,252,-0.0085,0.4049189505354995,1.0,False
321,30,bpe_5000,char,2000,1395,188,177,240,0.0055,0.6007399787185695,1.0,False
321,35,word,bpe_500,2000,1384,212,151,253,0.0305,0.0016011690028568698,1.0,False
321,35,word,bpe_1000,2000,1360,236,141,263,0.0475,1.1398644310360096e-06,0.0016026493900366296,True
321,35,word,bpe_2000,2000,1401,195,124,280,0.0355,8.347005964154851e-05,0.10408716437301099,False
321,35,word,bpe_5000,2000,1429,167,134,270,0.0165,0.06493880192656866,1.0,False
321,35,word,char,2000,1402,194,167,237,0.0135,0.17109427290901455,1.0,False
321,35,bpe_500,bpe_1000,2000,1347,188,154,311,0.017,0.07419853337024737,1.0,False
321,35,bpe_500,bpe_2000,2000,1347,188,178,287,0.005,0.6381023357918045,1.0,False
321,35,bpe_500,bpe_5000,2000,1360,175,203,262,-0.014,0.1648284940386987,1.0,False
321,35,bpe_500,char,2000,1386,149,183,282,-0.017,0.0699631604502648,1.0,False
321,35,bpe_1000,bpe_2000,2000,1341,160,184,315,-0.012,0.2148875151953538,1.0,False
321,35,bpe_1000,bpe_5000,2000,1346,155,217,282,-0.031,0.0015288918567814718,1.0,False
321,35,bpe_1000,char,2000,1336,165,233,266,-0.034,0.0007634722806975947,0.8527985375392133,False
321,35,bpe_2000,bpe_5000,2000,1406,119,157,318,-0.019,0.025759623456745834,1.0,False
321,35,bpe_2000,char,2000,1361,164,208,267,-0.022,0.02565216000318125,1.0,False
321,35,bpe_5000,char,2000,1374,189,195,242,-0.003,0.7986433872294549,1.0,False
321,40,word,bpe_500,2000,1350,212,176,262,0.018,0.07545635577160491,1.0,False
321,40,word,bpe_1000,2000,1314,248,155,283,0.0465,4.1811483679058775e-06,0.005723992115663146,True
321,40,word,bpe_2000,2000,1357,205,129,309,0.038,3.7831306374541016e-05,0.0484240721594125,True
321,40,word,bpe_5000,2000,1389,173,140,298,0.0165,0.07032007895830356,1.0,False
321,40,word,char,2000,1370,192,191,247,0.0005,1.0,1.0,False
321,40,bpe_500,bpe_1000,2000,1317,209,152,322,0.0285,0.003150656880360618,1.0,False
321,40,bpe_500,bpe_2000,2000,1306,220,180,294,0.02,0.05104022312914827,1.0,False
321,40,bpe_500,bpe_5000,2000,1324,202,205,269,-0.0015,0.9210460496766818,1.0,False
321,40,bpe_500,char,2000,1378,148,183,291,-0.0175,0.06148593768932176,1.0,False
321,40,bpe_1000,bpe_2000,2000,1295,174,191,340,-0.0085,0.40235628259931666,1.0,False
321,40,bpe_1000,bpe_5000,2000,1305,164,224,307,-0.03,0.002695881524192998,1.0,False
321,40,bpe_1000,char,2000,1311,158,250,281,-0.046,6.089582929212585e-06,0.008263564034941478,True
321,40,bpe_2000,bpe_5000,2000,1358,128,171,343,-0.0215,0.015004862905361944,1.0,False
321,40,bpe_2000,char,2000,1321,165,240,274,-0.0375,0.00022719986669163882,0.2717310405632,False
321,40,bpe_5000,char,2000,1340,189,221,250,-0.016,0.1256707966074083,1.0,False
321,45,word,bpe_500,2000,1317,218,179,286,0.0195,0.05636232235611185,1.0,False
321,45,word,bpe_1000,2000,1286,249,164,301,0.0425,3.368758265503323e-05,0.04341890816116379,True
321,45,word,bpe_2000,2000,1319,216,146,319,0.035,0.00027600378619471613,0.3267884828545439,False
321,45,word,bpe_5000,2000,1348,187,154,311,0.0165,0.08296302972761811,1.0,False
321,45,word,char,2000,1330,205,208,257,-0.0015,0.9216195718037081,1.0,False
321,45,bpe_500,bpe_1000,2000,1289,207,161,343,0.023,0.01886485297290128,1.0,False
321,45,bpe_500,bpe_2000,2000,1272,224,193,311,0.0155,0.14171180711801248,1.0,False
321,45,bpe_500,bpe_5000,2000,1292,204,210,294,-0.003,0.8059222563609444,1.0,False
321,45,bpe_500,char,2000,1333,163,205,299,-0.021,0.032435169846399034,1.0,False
321,45,bpe_1000,bpe_2000,2000,1264,186,201,349,-0.0075,0.47672254870716807,1.0,False
321,45,bpe_1000,bpe_5000,2000,1284,166,218,332,-0.026,0.00916429502359979,1.0,False
321,45,bpe_1000,char,2000,1279,171,259,291,-0.044,2.5625903249364554e-05,0.033313674224173924,True
321,45,bpe_2000,bpe_5000,2000,1328,137,174,361,-0.0185,0.04104136121361271,1.0,False
321,45,bpe_2000,char,2000,1287,178,251,284,-0.0365,0.0004944338128958132,0.566621149578602,False
321,45,bpe_5000,char,2000,1307,195,231,267,-0.018,0.08981424429657511,1.0,False
321,50,word,bpe_500,2000,1260,240,207,293,0.0165,0.1300480988741312,1.0,False
321,50,word,bpe_1000,2000,1229,271,182,318,0.0445,3.368418010951419e-05,0.04341890816116379,True
321,50,word,bpe_2000,2000,1257,243,165,335,0.039,0.0001319759715451115,0.16133504101404963,False
321,50,word,bpe_5000,2000,1298,202,170,330,0.016,0.10786900749527065,1.0,False
321,50,word,char,2000,1288,212,245,255,-0.0165,0.13433200931410336,1.0,False
321,50,bpe_500,bpe_1000,2000,1244,223,167,366,0.028,0.005285765126909751,1.0,False
321,50,bpe_500,bpe_2000,2000,1220,247,202,331,0.0225,0.03773069854544103,1.0,False
321,50,bpe_500,bpe_5000,2000,1243,224,225,308,-0.0005,1.0,1.0,False
321,50,bpe_500,char,2000,1308,159,225,308,-0.033,0.0008864316249171778,0.9848255352829846,False
321,50,bpe_1000,bpe_2000,2000,1219,192,203,386,-0.0055,0.6149115878706555,1.0,False
321,50,bpe_1000,bpe_5000,2000,1224,187,244,345,-0.0285,0.006919004324415459,1.0,False
321,50,bpe_1000,char,2000,1245,166,288,301,-0.061,1.1149142511757765e-08,1.6333493779725127e-05,True
321,50,bpe_2000,bpe_5000,2000,1275,147,193,385,-0.023,0.014547602289261493,1.0,False
321,50,bpe_2000,char,2000,1244,178,289,289,-0.0555,3.166027081661758e-07,0.0004508422564286343,True
321,50,bpe_5000,char,2000,1271,197,262,270,-0.0325,0.0027752737316777652,1.0,False
312,0,word,bpe_500,2000,1513,186,86,215,0.05,1.2751838196902484e-09,1.8808961340431163e-06,True
312,0,word,bpe_1000,2000,1521,178,95,206,0.0415,5.736398806191864e-07,0.0008105531513149104,True
312,0,word,bpe_2000,2000,1569,130,100,201,0.015,0.05561357778139238,1.0,False
312,0,word,bpe_5000,2000,1591,108,75,226,0.0165,0.01776360805737146,1.0,False
312,0,word,char,2000,1521,178,86,215,0.046,1.542187249287093e-08,2.2546777584577298e-05,True
312,0,bpe_500,bpe_1000,2000,1482,117,134,267,-0.0085,0.3125355382626733,1.0,False
312,0,bpe_500,bpe_2000,2000,1507,92,162,239,-0.035,1.328561661411844e-05,0.017713446938000973,True
312,0,bpe_500,bpe_5000,2000,1495,104,171,230,-0.0335,6.381777426623065e-05,0.08021894225265193,False
312,0,bpe_500,char,2000,1474,125,133,268,-0.004,0.6630644615631135,1.0,False
312,0,bpe_1000,bpe_2000,2000,1524,92,145,239,-0.0265,0.0006980486580664918,0.7860027889828697,False
312,0,bpe_1000,bpe_5000,2000,1513,103,153,231,-0.025,0.002133691172755748,1.0,False
312,0,bpe_1000,char,2000,1484,132,123,261,0.0045,0.6164725642490368,1.0,False
312,0,bpe_2000,bpe_5000,2000,1567,102,99,232,0.0015,0.8878609477142523,1.0,False
312,0,bpe_2000,char,2000,1501,168,106,225,0.031,0.0002160224385398405,0.2590109038092688,False
312,0,bpe_5000,char,2000,1494,172,113,221,0.0295,0.000567602254024183,0.6464989673335445,False
312,5,word,bpe_500,2000,1500,194,96,210,0.049,8.939604812923904e-09,1.3105460655746442e-05,True
312,5,word,bpe_1000,2000,1505,189,94,212,0.0475,1.7049674563405976e-08,2.490957453713613e-05,True
312,5,word,bpe_2000,2000,1565,129,96,210,0.0165,0.03266665053412694,1.0,False
312,5,word,bpe_5000,2000,1578,116,79,227,0.0185,0.009757467919632525,1.0,False
312,5,word,char,2000,1514,180,83,223,0.0485,2.140580847332036e-09,3.153075588120089e-06,True
312,5,bpe_500,bpe_1000,2000,1472,124,127,277,-0.0015,0.8995756706351209,1.0,False
312,5,bpe_500,bpe_2000,2000,1494,102,167,237,-0.0325,8.865624161697664e-05,0.11019970832990196,False
312,5,bpe_500,bpe_5000,2000,1486,110,171,233,-0.0305,0.0003280896964590346,0.38484921394644755,False
312,5,bpe_500,char,2000,1463,133,134,270,-0.0005,0.9999999999999987,1.0,False
312,5,bpe_1000,bpe_2000,2000,1506,93,155,246,-0.031,9.936330373480802e-05,0.12291240671995753,False
312,5,bpe_1000,bpe_5000,2000,1490,109,167,234,-0.029,0.0005767261880944516,0.6557376758633915,False
312,5,bpe_1000,char,2000,1470,129,127,274,0.001,0.9501808900638603,1.0,False
312,5,bpe_2000,bpe_5000,2000,1552,109,105,234,0.002,0.837573106043217,1.0,False
